source, source.label, ref_area
"XA:8405","ILO - Modelled Estimates","X01"
"XA:15917","ILO - Social Security Inquiry Database","X01"
"XA:15887","ILO - Calculations based on information from ILO textual sources","X01"
"XA:8402","ILO - Modelled Estimates","X02"
"XA:15906","ILO - Social Security Inquiry Database","X02"
"XA:16034","ILO - Calculations based on information from ILO textual sources","X02"
"XA:8403","ILO - Modelled Estimates","X03"
"XA:15921","ILO - Social Security Inquiry Database","X03"
"XA:16035","ILO - Calculations based on information from ILO textual sources","X03"
"XA:8401","ILO - Modelled Estimates","X04"
"XA:15946","ILO - Social Security Inquiry Database","X04"
"XA:16010","ILO - Calculations based on information from ILO textual sources","X04"
"XA:8404","ILO - Modelled Estimates","X05"
"XA:15924","ILO - Social Security Inquiry Database","X05"
"XA:16036","ILO - Calculations based on information from ILO textual sources","X05"
"XA:8372","ILO - Modelled Estimates","X06"
"XA:15909","ILO - Social Security Inquiry Database","X06"
"XA:15888","ILO - Calculations based on information from ILO textual sources","X06"
"XA:8406","ILO - Modelled Estimates","X07"
"XA:16002","ILO - Calculations based on information from ILO textual sources","X07"
"XA:8407","ILO - Modelled Estimates","X08"
"XA:15987","ILO - Calculations based on information from ILO textual sources","X08"
"XA:8408","ILO - Modelled Estimates","X09"
"XA:16018","ILO - Calculations based on information from ILO textual sources","X09"
"XA:8373","ILO - Modelled Estimates","X10"
"XA:15928","ILO - Social Security Inquiry Database","X10"
"XA:16037","ILO - Calculations based on information from ILO textual sources","X10"
"XA:8409","ILO - Modelled Estimates","X11"
"XA:16033","ILO - Calculations based on information from ILO textual sources","X11"
"XA:8410","ILO - Modelled Estimates","X12"
"XA:15983","ILO - Calculations based on information from ILO textual sources","X12"
"XA:8374","ILO - Modelled Estimates","X13"
"XA:15902","ILO - Social Security Inquiry Database","X13"
"XA:16006","ILO - Calculations based on information from ILO textual sources","X13"
"XA:8411","ILO - Modelled Estimates","X14"
"XA:15976","ILO - Calculations based on information from ILO textual sources","X14"
"XA:8412","ILO - Modelled Estimates","X15"
"XA:16014","ILO - Calculations based on information from ILO textual sources","X15"
"XA:8413","ILO - Modelled Estimates","X16"
"XA:15991","ILO - Calculations based on information from ILO textual sources","X16"
"XA:8392","ILO - Modelled Estimates","X17"
"XA:15932","ILO - Social Security Inquiry Database","X17"
"XA:16022","ILO - Calculations based on information from ILO textual sources","X17"
"XA:8375","ILO - Modelled Estimates","X18"
"XA:15913","ILO - Social Security Inquiry Database","X18"
"XA:16038","ILO - Calculations based on information from ILO textual sources","X18"
"XA:8376","ILO - Modelled Estimates","X19"
"XA:15936","ILO - Social Security Inquiry Database","X19"
"XA:16029","ILO - Calculations based on information from ILO textual sources","X19"
"XA:8387","ILO - Modelled Estimates","X20"
"XA:15899","ILO - Social Security Inquiry Database","X20"
"XA:15998","ILO - Calculations based on information from ILO textual sources","X20"
"XA:8377","ILO - Modelled Estimates","X21"
"XA:15940","ILO - Social Security Inquiry Database","X21"
"XA:15886","ILO - Calculations based on information from ILO textual sources","X21"
"XA:8414","ILO - Modelled Estimates","X22"
"XA:8415","ILO - Modelled Estimates","X23"
"XA:16000","ILO - Calculations based on information from ILO textual sources","X23"
"XA:8416","ILO - Modelled Estimates","X24"
"XA:15974","ILO - Calculations based on information from ILO textual sources","X24"
"XA:8417","ILO - Modelled Estimates","X25"
"XA:16004","ILO - Calculations based on information from ILO textual sources","X25"
"XA:8378","ILO - Modelled Estimates","X26"
"XA:15905","ILO - Social Security Inquiry Database","X26"
"XA:15985","ILO - Calculations based on information from ILO textual sources","X26"
"XA:8418","ILO - Modelled Estimates","X27"
"XA:8419","ILO - Modelled Estimates","X28"
"XA:16008","ILO - Calculations based on information from ILO textual sources","X28"
"XA:8420","ILO - Modelled Estimates","X29"
"XA:15971","ILO - Calculations based on information from ILO textual sources","X29"
"XA:8421","ILO - Modelled Estimates","X30"
"XA:16012","ILO - Calculations based on information from ILO textual sources","X30"
"XA:8379","ILO - Modelled Estimates","X31"
"XA:15918","ILO - Social Security Inquiry Database","X31"
"XA:15989","ILO - Calculations based on information from ILO textual sources","X31"
"XA:8380","ILO - Modelled Estimates","X32"
"XA:15900","ILO - Social Security Inquiry Database","X32"
"XA:16016","ILO - Calculations based on information from ILO textual sources","X32"
"XA:8381","ILO - Modelled Estimates","X33"
"XA:15920","ILO - Social Security Inquiry Database","X33"
"XA:15978","ILO - Calculations based on information from ILO textual sources","X33"
"XA:8382","ILO - Modelled Estimates","X34"
"XA:15907","ILO - Social Security Inquiry Database","X34"
"XA:16020","ILO - Calculations based on information from ILO textual sources","X34"
"XA:8422","ILO - Modelled Estimates","X35"
"XA:15993","ILO - Calculations based on information from ILO textual sources","X35"
"XA:8384","ILO - Modelled Estimates","X36"
"XA:15922","ILO - Social Security Inquiry Database","X36"
"XA:15889","ILO - Calculations based on information from ILO textual sources","X36"
"XA:8423","ILO - Modelled Estimates","X37"
"XA:8424","ILO - Modelled Estimates","X38"
"XA:16024","ILO - Calculations based on information from ILO textual sources","X38"
"XA:8425","ILO - Modelled Estimates","X39"
"XA:16148","ILO - Calculations based on information from ILO textual sources","X39"
"XA:8385","ILO - Modelled Estimates","X40"
"XA:15947","ILO - Social Security Inquiry Database","X40"
"XA:16173","ILO - Calculations based on information from ILO textual sources","X40"
"XA:8426","ILO - Modelled Estimates","X41"
"XA:8427","ILO - Modelled Estimates","X42"
"XA:16039","ILO - Calculations based on information from ILO textual sources","X42"
"XA:8428","ILO - Modelled Estimates","X43"
"XA:16137","ILO - Calculations based on information from ILO textual sources","X43"
"XA:8429","ILO - Modelled Estimates","X44"
"XA:16027","ILO - Calculations based on information from ILO textual sources","X44"
"XA:8386","ILO - Modelled Estimates","X45"
"XA:15923","ILO - Social Security Inquiry Database","X45"
"XA:16175","ILO - Calculations based on information from ILO textual sources","X45"
"XA:8430","ILO - Modelled Estimates","X46"
"XA:8431","ILO - Modelled Estimates","X47"
"XA:16150","ILO - Calculations based on information from ILO textual sources","X47"
"XA:8432","ILO - Modelled Estimates","X48"
"XA:15996","ILO - Calculations based on information from ILO textual sources","X48"
"XA:8388","ILO - Modelled Estimates","X49"
"XA:15908","ILO - Social Security Inquiry Database","X49"
"XA:16031","ILO - Calculations based on information from ILO textual sources","X49"
"XA:8434","ILO - Modelled Estimates","X51"
"XA:15981","ILO - Calculations based on information from ILO textual sources","X51"
"XA:8435","ILO - Modelled Estimates","X52"
"XA:15999","ILO - Calculations based on information from ILO textual sources","X52"
"XA:8436","ILO - Modelled Estimates","X53"
"XA:16041","ILO - Calculations based on information from ILO textual sources","X53"
"XA:8389","ILO - Modelled Estimates","X54"
"XA:15925","ILO - Social Security Inquiry Database","X54"
"XA:15982","ILO - Calculations based on information from ILO textual sources","X54"
"XA:8390","ILO - Modelled Estimates","X55"
"XA:15901","ILO - Social Security Inquiry Database","X55"
"XA:16001","ILO - Calculations based on information from ILO textual sources","X55"
"XA:8391","ILO - Modelled Estimates","X56"
"XA:15927","ILO - Social Security Inquiry Database","X56"
"XA:15970","ILO - Calculations based on information from ILO textual sources","X56"
"XA:8437","ILO - Modelled Estimates","X57"
"XA:8438","ILO - Modelled Estimates","X58"
"XA:16003","ILO - Calculations based on information from ILO textual sources","X58"
"XA:8439","ILO - Modelled Estimates","X59"
"XA:16042","ILO - Calculations based on information from ILO textual sources","X59"
"XA:8393","ILO - Modelled Estimates","X60"
"XA:15910","ILO - Social Security Inquiry Database","X60"
"XA:15884","ILO - Calculations based on information from ILO textual sources","X60"
"XA:8440","ILO - Modelled Estimates","X61"
"XA:15984","ILO - Calculations based on information from ILO textual sources","X61"
"XA:8441","ILO - Modelled Estimates","X62"
"XA:16005","ILO - Calculations based on information from ILO textual sources","X62"
"XA:8442","ILO - Modelled Estimates","X63"
"XA:15975","ILO - Calculations based on information from ILO textual sources","X63"
"XA:8394","ILO - Modelled Estimates","X64"
"XA:15929","ILO - Social Security Inquiry Database","X64"
"XA:16007","ILO - Calculations based on information from ILO textual sources","X64"
"XA:8443","ILO - Modelled Estimates","X65"
"XA:15986","ILO - Calculations based on information from ILO textual sources","X65"
"XA:8444","ILO - Modelled Estimates","X66"
"XA:16009","ILO - Calculations based on information from ILO textual sources","X66"
"XA:8395","ILO - Modelled Estimates","X67"
"XA:15898","ILO - Social Security Inquiry Database","X67"
"XA:15969","ILO - Calculations based on information from ILO textual sources","X67"
"XA:8396","ILO - Modelled Estimates","X68"
"XA:15931","ILO - Social Security Inquiry Database","X68"
"XA:16011","ILO - Calculations based on information from ILO textual sources","X68"
"XA:8383","ILO - Modelled Estimates","X69"
"XA:15912","ILO - Social Security Inquiry Database","X69"
"XA:15988","ILO - Calculations based on information from ILO textual sources","X69"
"XA:8397","ILO - Modelled Estimates","X70"
"XA:15933","ILO - Social Security Inquiry Database","X70"
"XA:16013","ILO - Calculations based on information from ILO textual sources","X70"
"XA:8445","ILO - Modelled Estimates","X71"
"XA:15977","ILO - Calculations based on information from ILO textual sources","X71"
"XA:8446","ILO - Modelled Estimates","X72"
"XA:16015","ILO - Calculations based on information from ILO textual sources","X72"
"XA:8447","ILO - Modelled Estimates","X73"
"XA:15990","ILO - Calculations based on information from ILO textual sources","X73"
"XA:8398","ILO - Modelled Estimates","X74"
"XA:15903","ILO - Social Security Inquiry Database","X74"
"XA:16017","ILO - Calculations based on information from ILO textual sources","X74"
"XA:8448","ILO - Modelled Estimates","X75"
"XA:15972","ILO - Calculations based on information from ILO textual sources","X75"
"XA:8449","ILO - Modelled Estimates","X76"
"XA:16019","ILO - Calculations based on information from ILO textual sources","X76"
"XA:8450","ILO - Modelled Estimates","X77"
"XA:15992","ILO - Calculations based on information from ILO textual sources","X77"
"XA:8399","ILO - Modelled Estimates","X78"
"XA:15935","ILO - Social Security Inquiry Database","X78"
"XA:16021","ILO - Calculations based on information from ILO textual sources","X78"
"XA:8400","ILO - Modelled Estimates","X79"
"XA:15914","ILO - Social Security Inquiry Database","X79"
"XA:15979","ILO - Calculations based on information from ILO textual sources","X79"
"XA:15966","ILO - Modelled Estimates","X80"
"XA:16177","ILO - Calculations based on information from ILO textual sources","X80"
"XA:15725","ILO - Modelled Estimates","X81"
"XA:12988","ILO - Modelled Estimates","X82"
"XA:15994","ILO - Calculations based on information from ILO textual sources","X82"
"XA:12989","ILO - Modelled Estimates","X83"
"XA:15937","ILO - Social Security Inquiry Database","X83"
"XA:16025","ILO - Calculations based on information from ILO textual sources","X83"
"XA:12987","ILO - Modelled Estimates","X84"
"XA:16040","ILO - Calculations based on information from ILO textual sources","X84"
"XA:12990","ILO - Modelled Estimates","X85"
"XA:15897","ILO - Social Security Inquiry Database","X85"
"XA:16132","ILO - Calculations based on information from ILO textual sources","X85"
"XA:13328","ILO - Modelled Estimates","X86"
"XA:16026","ILO - Calculations based on information from ILO textual sources","X86"
"XA:13329","ILO - Modelled Estimates","X87"
"XA:15995","ILO - Calculations based on information from ILO textual sources","X87"
"XA:14065","ILO - Modelled Estimates","X88"
"XA:15939","ILO - Social Security Inquiry Database","X88"
"XA:16179","ILO - Calculations based on information from ILO textual sources","X88"
"XA:14066","ILO - Modelled Estimates","X89"
"XA:15916","ILO - Social Security Inquiry Database","X89"
"XA:16028","ILO - Calculations based on information from ILO textual sources","X89"
"XA:15672","ILO - Modelled Estimates","X90"
"XA:15941","ILO - Social Security Inquiry Database","X90"
"XA:15980","ILO - Calculations based on information from ILO textual sources","X90"
"XA:15716","ILO - Modelled Estimates","X91"
"XA:16030","ILO - Calculations based on information from ILO textual sources","X91"
"XA:15724","ILO - Modelled Estimates","X92"
"XA:15997","ILO - Calculations based on information from ILO textual sources","X92"
"XA:15726","ILO - Modelled Estimates","X93"
"XA:15736","ILO - Modelled Estimates","X94"
"XA:15973","ILO - Calculations based on information from ILO textual sources","X94"
"XA:15737","ILO - Modelled Estimates","X95"
"XA:15738","ILO - Modelled Estimates","X96"
"XA:16111","ILO - Modelled Estimates","X97"
"XA:16212","ILO - Modelled Estimates","X98"
"XA:16213","ILO - Modelled Estimates","X99"
"XA:16214","ILO - Modelled Estimates","XA1"
"BA:13360","LFS - Labour Force Survey","YEM"
"BB:1803","HIES - Household Income and Expenditure Survey","YEM"
"AA:1801","PC - Population Census","YEM"
"FX:12913","ADM - Statistical Yearbook","YEM"
"EA:585","OE - Official Estimates","YEM"
"GA:587","CPS - Consumer Price Index","YEM"
"XA:6630","ILO - Social Security Inquiry Database","YEM"
"XA:2190","ILO - Modelled Estimates","YEM"
"XA:16152","ILO - Calculations based on information from ILO textual sources","YEM"
"BA:595","LFS - Quarterly Labour Force Survey","ZAF"
"BB:16198","HIES - National Income Dynamic Survey","ZAF"
"BC:15688","CLS - Survey of Activities of Young People","ZAF"
"AA:1810","PC - Population Census","ZAF"
"DA:1811","ES - Monthly Survey of Employment, Salaries and Wages","ZAF"
"DA:3101","ES - Quarterly Employment Statistics","ZAF"
"FF:1814","ADM-LIR - Labour Inspectorate Records","ZAF"
"FX:596","ADM - Administrative Records","ZAF"
"FX:3335","ADM - Labour legislation","ZAF"
"FX:1815","ADM - Labour Relations Records","ZAF"
"FX:1816","ADM - Other Administrative records and related sources","ZAF"
"GA:2482","CPS - Consumer Price Survey","ZAF"
"XA:6632","ILO - Social Security Inquiry Database","ZAF"
"XA:2192","ILO - Modelled Estimates","ZAF"
"XA:3189","ILO - INWORK Estimates","ZAF"
"XA:15807","ILO - Calculations based on information from ILO textual sources","ZAF"
"BA:2212","LFS - Labour Force Survey","ZMB"
"BB:739","HIES - Living Conditions Monitoring Survey","ZMB"
"BX:6393","HS - School to Work Transition Survey","ZMB"
"AA:735","PC - Population and Housing Census","ZMB"
"FI:776","ADM-RWO - Records of the ZCTU and the FFTUZ","ZMB"
"FX:3252","ADM - Labour legislation","ZMB"
"FX:1821","ADM - Other Administrative records and related sources","ZMB"
"FX:1820","ADM - Other Administrative records and related sources, Occupational Injuries","ZMB"
"EB:1822","Other - Special data collection","ZMB"
"GA:777","CPS - Consumer Price Survey","ZMB"
"GA:2483","CPS - Consumer Price Survey, Low Income Group","ZMB"
"XA:6511","ILO - Social Security Inquiry Database","ZMB"
"XA:2007","ILO - Modelled Estimates","ZMB"
"XA:15874","ILO - Calculations based on information from ILO textual sources","ZMB"
